연번 ,업소명(상호),영업장소재지,경도,위도,위생등급,지정번호,관할기관,지정일자
1162,롯데푸드(주)롯데백화점부산점커피,"부산광역시 부산진구 가야대로 772(지하2층 부전동, 롯데백화점)",129.0564133,35.15679253,매우우수,HG200000677,부산광역시 부산진구,2022-02-27
1164,주식회사 밀탑1985,부산광역시 부산진구 가야대로 772(롯데백화점부산본점 9층 부전동),129.0564133,35.15679253,매우우수,HG230004072,부산광역시 부산진구,2023-06-22
1165,오규당 롯데부산본점,부산광역시 부산진구 가야대로 772(롯데백화점부산본점 지하2층 부전동),129.0564133,35.15679253,매우우수,HG220007261,부산광역시 부산진구,2022-08-31
1166,올빚만두,부산광역시 부산진구 가야대로 772(지하2층 부전동),129.0564133,35.15679253,매우우수,HG220007282,부산광역시 부산진구,2022-08-31
1170,프룻테리아,"부산광역시 부산진구 가야대로 772(지하2층 부전동, 롯데백화점 부산본점)",129.0564133,35.15679253,매우우수,HG230004169,부산광역시 부산진구,2023-06-26
1171,백미당롯데부산서면점,"부산광역시 부산진구 가야대로 772(지하2층 부전동, 롯데백화점 부산본점)",129.0564133,35.15679253,매우우수,HG210005760,부산광역시 부산진구,2023-06-25
1190,베러먼데이 서면점,부산광역시 부산진구 중앙대로680번가길 25(지하1~지상1층 부전동),129.0607308,35.15457338,매우우수,HG220002261,부산광역시 부산진구,2022-04-08
1205,오가다서면엔씨점,"부산광역시 부산진구 동천로 92(4층 전포동, 엔씨)",129.0630128,35.15703218,매우우수,HG220002337,부산광역시 부산진구,2022-04-11
1208,앤티앤스엔씨서면점,"부산광역시 부산진구 동천로 92(2층 전포동, 엔씨)",129.0630128,35.15703218,매우우수,HG220002339,부산광역시 부산진구,2022-04-11
1215,위치커피부산전포점,"부산광역시 부산진구 전포대로306번길 46(1층 일부, 지하1층 일부 전포동)",129.0669648,35.16631779,매우우수,HG210005700,부산광역시 부산진구,2023-06-24
1216,고유(koyu),부산광역시 부산진구 동성로 61-1(1층 전포동),129.0681588,35.15606744,매우우수,HG230007445,부산광역시 부산진구,2023-10-05
1225,용호동할매팥빙수단팥죽,부산광역시 부산진구 가야대로 772(롯데백화점 지하2층 부전동),129.0564133,35.15679253,매우우수,HG210005181,부산광역시 부산진구,2023-06-14
1226,놈커피,부산광역시 부산진구 중앙대로 668(에이원플라자 105호 부전동),129.0595943,35.15241999,매우우수,HG230000246,부산광역시 부산진구,2023-01-26
1228,베이크,"부산광역시 부산진구 가야대로 772(지하1층 부전동, 롯데백화점)",129.0564133,35.15679253,매우우수,HG200000654,부산광역시 부산진구,2022-02-27
1229,집밥이좋다,"부산광역시 부산진구 가야대로 772(지하1층 부전동, 롯데백화점부산본점)",129.0564133,35.15679253,매우우수,HG200000635,부산광역시 부산진구,2022-02-27
1230,전광수커피하우스 롯데서면점,"부산광역시 부산진구 가야대로 772(지하1층 부전동, 롯데백화점본점)",129.0564133,35.15679253,매우우수,HG200000679,부산광역시 부산진구,2022-02-27
1232,삼정타워 서면점 챔피언 맘스카페,부산광역시 부산진구 중앙대로 672(삼정타워 7층 711호 부전동),129.0596019,35.15300583,매우우수,HG220010690,부산광역시 부산진구,2022-12-05
1235,도제유부초밥,부산광역시 부산진구 가야대로 772(지하1층 부전동),129.0564133,35.15679253,매우우수,HG220007177,부산광역시 부산진구,2022-08-29
1239,051커피 초읍점,부산광역시 부산진구 성지로 93(1층 초읍동),129.0529205,35.17870877,우수,HG220003721,부산광역시 부산진구,2022-05-24
1240,배러먼데이 개금점,부산광역시 부산진구 엄광로 25(1층 개금동),129.0188474,35.14832608,매우우수,HG220002227,부산광역시 부산진구,2022-04-07
1245,노아스로스팅 롯데백화점부산본점점,부산광역시 부산진구 가야대로 772(롯데백화점부산본점 9층 부전동),129.0564133,35.15679253,매우우수,HG220007201,부산광역시 부산진구,2022-08-29
1247,GS더프레시 초읍점,부산광역시 부산진구 새싹로 244(초읍동),129.0485074,35.17788177,매우우수,HG220009246,부산광역시 부산진구,2022-10-26
1258,지에스25 동래래미안아이파크점,"부산광역시 동래구 금정마을로 150(115동 101,102,103,104호 온천동, 동래 래미안 아이파크)",129.0674542,35.21208593,매우우수,HG220006866,부산광역시 동래구,2022-08-18
1259,명랑핫도그 미남역점,부산광역시 동래구 충렬대로75번길 10(1층 102호 온천동),129.0694547,35.20885932,매우우수,HG230007872,부산광역시 동래구,2023-10-20
1263,베러먼데이 사직온천점,부산광역시 동래구 여고로113번길 75(1층 사직동),129.0738746,35.20172625,매우우수,HG230002685,부산광역시 동래구,2023-05-09
1266,카페게더 롯데동래점,"부산광역시 동래구 중앙대로 1393(온천동, 롯데백화점 동래점 8층)",129.0774768,35.21170859,좋음,HG220001660,부산광역시 동래구,2022-03-17
1267,롯데동래점 철판미학,"부산광역시 동래구 중앙대로 1393(온천동,롯데백화정동래점 지하1층)",129.0774768,35.21170859,매우우수,HG220001623,부산광역시 동래구,2022-03-17
1268,롯데쇼핑(주)롯데마트동래점,"부산광역시 동래구 중앙대로 1393(온천동, 롯데마트내)",129.0774768,35.21170859,매우우수,HG200004921,부산광역시 동래구,2022-07-28
1269,롯데쇼핑(주)롯데마트동래점,"부산광역시 동래구 중앙대로 1393(온천동, 롯데마트내)",129.0774768,35.21170859,매우우수,HG200004927,부산광역시 동래구,2022-07-28
1270,롯데쇼핑(주)롯데마트동래점,"부산광역시 동래구 중앙대로 1393(온천동, 롯데마트내)",129.0774768,35.21170859,매우우수,HG200004911,부산광역시 동래구,2022-07-28
1275,모리커피 부산온천장점,"부산광역시 동래구 온천장로65번길 9(111호 온천동, 동래 3차 SK VIEW)",129.0798129,35.21642902,매우우수,HG220009530,부산광역시 동래구,2022-11-02
1280,스시,부산광역시 동래구 충렬대로 197(명륜동),129.081138,35.20454596,매우우수,HG200000966,부산광역시 동래구,2022-03-25
1281,삼진어묵 메가마트동래점,부산광역시 동래구 충렬대로 197(메가마트 1층 명륜동),129.081138,35.20454596,매우우수,HG230008992,부산광역시 동래구,2023-11-14
1294,베러먼데이 수안낙민점,"부산광역시 동래구 수안로8번길 38(204동 111호 수안동, 온천천 경동리인타워2차)",129.090116,35.19429775,매우우수,HG210004763,부산광역시 동래구,2023-06-03
1295,라일라카페,"부산광역시 동래구 온천천로339번길 28(107동 2층 209호 낙민동, 낙민동 한일유엔아이아파트 상가)",129.0928698,35.19576018,매우우수,HG220001505,부산광역시 동래구,2022-03-14
1299,베러먼데이 안락충렬사역점,부산광역시 동래구 안락로 12(1층 안락동),129.098461,35.20079332,매우우수,HG220010908,부산광역시 동래구,2022-12-09
1303,배스킨 라빈스,"부산광역시 동래구 명안로85번길 52(명장동,외1필지)",129.1017994,35.20485523,매우우수,HG200002043,부산광역시 동래구,2022-05-11
1308,뵈뵈커피,부산광역시 동래구 충렬대로433번길 52(1층 안락동),129.1061426,35.1987673,매우우수,HG210000905,부산광역시 동래구,2023-02-24
1310,정직유부사직점,부산광역시 동래구 사직북로 31(사직동),129.0598877,35.19864973,매우우수,HG210000324,부산광역시 동래구,2023-01-27
1312,GS25,"부산광역시 동래구 문화로 33(210동 1층 106,107호 명륜동, 동래센트럴파크하이츠2차)",129.0865292,35.21105971,매우우수,HG210009019,부산광역시 동래구,2023-09-16
1317,어벤더치커피새동래점(AVENDUTCH),"부산광역시 동래구 명륜로75번길 31(나동 1층 13.14호 수안동, 새동래아파트)",129.0827465,35.19997958,매우우수,HG230000265,부산광역시 동래구,2023-01-27
1318,카페Ri(카페리),부산광역시 동래구 동래로79번길 11(1층 명륜동),129.0814587,35.20885171,우수,HG220003437,부산광역시 동래구,2022-05-16
1321,감몽,부산광역시 동래구 충렬대로155번길 19(1층 101호 온천동),129.0771018,35.20577181,매우우수,HG210000884,부산광역시 동래구,2023-02-24
1325,하이오,부산광역시 동래구 중앙대로1473번길 24(온천장역삼정그린코아더시티 1층 112호 온천동),129.0825697,35.21807192,매우우수,HG220009127,부산광역시 동래구,2022-10-25
1326,강다짐사직점,부산광역시 동래구 사직북로 17(1층 사직동),129.0603976,35.19732924,매우우수,HG220003145,부산광역시 동래구,2022-05-04
1329,유림회관,부산광역시 동래구 중앙대로 1393(롯데백화점 지하1층 온천동),129.0774768,35.21170859,매우우수,HG220001640,부산광역시 동래구,2022-03-17
1331,찬합 롯데백화점동래점,부산광역시 동래구 중앙대로 1393(롯데백화점 지하1층 온천동),129.0774768,35.21170859,매우우수,HG220001666,부산광역시 동래구,2022-03-18
1332,창화당,부산광역시 동래구 중앙대로 1393(롯데백화점 지하1층 온천동),129.0774768,35.21170859,매우우수,HG220001671,부산광역시 동래구,2022-03-18
1334,마？는끼니,부산광역시 동래구 중앙대로 1393(롯데백화점 지하1층 온천동),129.0774768,35.21170859,매우우수,HG220001607,부산광역시 동래구,2022-03-17
1336,제일통상(라비타커피),부산광역시 동래구 중앙대로 1393(롯데백화점 지하1층 온천동),129.0774768,35.21170859,매우우수,HG220001673,부산광역시 동래구,2022-03-18
1346,명랑쌀핫도그(부산문현점),부산광역시 남구 문현로 75(문현동),129.0771885,35.14334987,매우우수,HG230006548,부산광역시 남구,2023-09-04
1351,문토스트 남구청점,부산광역시 남구 수영로 185-7(대연동윌리스병원 1층 일부호 대연동),129.086552,35.13531587,매우우수,HG220000714,부산광역시 남구,2022-02-09
1356,어벤커피 용당점,부산광역시 남구 유엔평화로126번길 4(1층 102호 용당동),129.0955619,35.12476947,매우우수,HG220009551,부산광역시 남구,2022-11-03
1368,지에스더프레시 경성부경대점,부산광역시 남구 수영로322번길 33(1층 일부호 대연동),129.1022481,35.13649898,매우우수,HG220010099,부산광역시 남구,2022-11-15
1373,(주)지에스리테일 GS더프레시 부산용호점,"부산광역시 남구 신선로 566(401동 1층 113호, 114호 일부호 용호동, GS하이츠자이)",129.1096685,35.13266335,매우우수,HG220007224,부산광역시 남구,2022-08-30
1374,롯데쇼핑(주) 롯데프리미엄 푸드마켓 용호점,"부산광역시 남구 분포로 145(지하1층 B114호 용호동, 더블유)",129.1112149,35.1342266,매우우수,HG220010387,부산광역시 남구,2022-11-24
1379,달토끼의 떡볶이 흡입구역,부산광역시 남구 분포로 61(빌리브센트로 B동 1층 B120호 용호동),129.1118992,35.13129079,매우우수,HG230004734,부산광역시 남구,2023-07-11
1384,커피볶는시골커피 BIFC점,부산광역시 남구 문현금융로 40(부산국제금융센터 1층 A102호 문현동),129.0658605,35.14648787,매우우수,HG230004538,부산광역시 남구,2023-07-06
1385,문토스트 용호점,부산광역시 남구 용호로90번길 14(1일부층 용호동),129.1117064,35.12437889,매우우수,HG220000220,부산광역시 남구,2022-01-18
1386,아몽즈,부산광역시 북구 사상로 587(1층 구포동),128.9904614,35.19666936,매우우수,HG220002256,부산광역시 북구,2022-04-08
1390,베러먼데이 구포역점,"부산광역시 북구 구포만세길 82(2층 구포동, 구포역내)",128.9971469,35.2054751,매우우수,HG210007271,부산광역시 북구,2023-07-30
1413,달토끼의떡볶이흡입구역 화명점,부산광역시 북구 금곡대로303번길 70(샤롯데플러스 1층 101호 화명동),129.0099803,35.23606988,매우우수,HG220000047,부산광역시 북구,2022-01-12
1416,롯데쇼핑(주)롯데슈퍼화명점,"부산광역시 북구 금곡대로 166(본상가동 지하1층 109호 화명동, 롯데카이저)",129.0122107,35.22636131,매우우수,HG220010246,부산광역시 북구,2022-11-18
1418,셀리쿠키,부산광역시 북구 화명신도시로 129(골든프라자 111호 화명동),129.0106556,35.23559551,매우우수,HG230007250,부산광역시 북구,2023-09-26
1422,라나맘화명점,"부산광역시 북구 화명신도시로 70(상가1동 104호 화명동, 코오롱하늘채1차아파트)",129.0115296,35.23078381,매우우수,HG220008183,부산광역시 북구,2022-09-29
1424,(주)롯데쇼핑롯데마트화명점,부산광역시 북구 화명대로 47(화명동),129.0130124,35.23517016,매우우수,HG200005365,부산광역시 북구,2022-08-11
1429,주)지에스리테일화명점,부산광역시 북구 대천천길 15(1층 화명동),129.0148933,35.2406348,우수,HG210009544,부산광역시 북구,2023-10-12
1430,에그존 샌드베이 수정역점,"부산광역시 북구 금곡대로 166(903동 104-10호 화명동, 롯데캐슬카이저)",129.0122107,35.22636131,매우우수,HG220008174,부산광역시 북구,2022-09-29
1433,자활홍보관 카페올리,부산광역시 북구 만덕3로 13(만덕동),129.0256482,35.21262808,매우우수,HG210011201,부산광역시 북구,2021-12-01
1436,커피에 반하다,부산광역시 북구 금곡대로303번길 70(샤롯데플러스 1층 106호 화명동),129.0099803,35.23606988,우수,HG220000498,부산광역시 북구,2022-01-28
1439,카페마타마타,"부산광역시 북구 금곡대로470번길 29(101호 금곡동, 신화명리버뷰자이)",129.0122029,35.25134779,우수,HG220004655,부산광역시 북구,2022-06-22
1445,케이앤엘블루,부산광역시 북구 만덕대로 38(한사랑내과병원 1층 덕천동),129.0091501,35.21075682,매우우수,HG210011473,부산광역시 북구,2021-12-13
1446,샐러드와,부산광역시 북구 만덕3로 13(1층 만덕동),129.0256482,35.21262808,매우우수,HG210011214,부산광역시 북구,2021-12-01
1449,문화살롱,"부산광역시 북구 학사로17번길 19(중도빌딩 3층 302,303호 화명동)",129.0073197,35.22349068,매우우수,HG220001032,부산광역시 북구,2022-02-22
1453,어스름달,부산광역시 북구 모분재로 107(1층 구포동),129.0085587,35.19847579,매우우수,HG220000228,부산광역시 사상구,2022-01-18
1458,햇살머믄꼬마김밥,부산광역시 해운대구 해운대로76번길 48(1층 일부호 재송동),129.1177282,35.18998949,매우우수,HG230008555,부산광역시 해운대구,2023-11-09
1464,베러먼데이 반여점,부산광역시 해운대구 반여로41번길 6(1층 반여동),129.1209306,35.19609826,매우우수,HG220002289,부산광역시 해운대구,2022-04-11
1471,강다짐 센텀,부산광역시 해운대구 센텀동로 102(센텀필1 113호 재송동),129.1264918,35.17658575,매우우수,HG220003439,부산광역시 해운대구,2022-05-16
1474,백미당 신세계몰센텀시티점,부산광역시 해운대구 센텀4로 15(센텀시티 몰 4층 일부호 우동),129.128287,35.16986272,매우우수,HG210000631,부산광역시 해운대구,2023-02-10
1475,폴 바셋 신세계 센텀시티몰점,"부산광역시 해운대구 센텀4로 15(지하2층 우동, 센텀시티몰)",129.128287,35.16986272,매우우수,HG220009852,부산광역시 해운대구,2022-11-09
1478,도제 센텀시티점,부산광역시 해운대구 센텀남대로 35(신세계백화점센텀시티점 지하1층 일부호 우동),129.1290849,35.16881869,매우우수,HG230005353,부산광역시 해운대구,2023-08-01
1479,돈카츠 렌,"부산광역시 해운대구 센텀남대로 35(우동, 신세계백화점 지하1층)",129.1290849,35.16881869,우수,HG230002502,부산광역시 해운대구,2023-05-02
1480,아리랑수제고로케,"부산광역시 해운대구 센텀남대로 35(우동, 신세계백화점지하1층일부)",129.1290849,35.16881869,매우우수,HG210003550,부산광역시 해운대구,2023-04-30
1481,오설록신세계센텀시티점,"부산광역시 해운대구 센텀남대로 35(우동, 신세계백화점지하1층일부)",129.1290849,35.16881869,매우우수,HG210002124,부산광역시 해운대구,2023-03-30
1482,다미분식,"부산광역시 해운대구 센텀남대로 35(우동, 신세계백화점 지하1층)",129.1290849,35.16881869,매우우수,HG230005347,부산광역시 해운대구,2023-08-01
1483,베이크(BAKE),"부산광역시 해운대구 센텀남대로 35(우동, 신세계백화점 센텀시티점 지하1층 일부)",129.1290849,35.16881869,매우우수,HG210004218,부산광역시 해운대구,2023-05-18
1484,떡공방브라더,부산광역시 해운대구 센텀남대로 35(신세계백화점센텀시티점 지하1층 일부호 우동),129.1290849,35.16881869,매우우수,HG210003275,부산광역시 해운대구,2023-04-23
1486,함경면옥,"부산광역시 해운대구 센텀남대로 35(우동,  신세계백화점 지하1층)",129.1290849,35.16881869,매우우수,HG230002560,부산광역시 해운대구,2023-05-03
1487,스테프핫도그,"부산광역시 해운대구 센텀남대로 35(우동, 신세계백화점 4층)",129.1290849,35.16881869,매우우수,HG210009408,부산광역시 해운대구,2023-10-06
1488,미쓰꾸냥,"부산광역시 해운대구 센텀남대로 35(4층 우동, 신세계 백화점)",129.1290849,35.16881869,매우우수,HG220000673,부산광역시 해운대구,2022-02-07
1490,샤브진,"부산광역시 해운대구 센텀남대로 35(우동, 신세계백화점지하1층일부)",129.1290849,35.16881869,매우우수,HG230002547,부산광역시 해운대구,2023-05-03
1491,가족회관 신세계센텀시티점,"부산광역시 해운대구 센텀남대로 35(우동, 신세계백화점 지하1층)",129.1290849,35.16881869,매우우수,HG220002052,부산광역시 해운대구,2022-03-31
1492,비스포킷 신세계센텀시티점,부산광역시 해운대구 센텀남대로 35(신세계백화점센텀시티점 지하1층 일부호 우동),129.1290849,35.16881869,매우우수,HG210008007,부산광역시 해운대구,2023-08-20
1495,구운몽,"부산광역시 해운대구 센텀남대로 35(우동, 신세계백화점 지하1층)",129.1290849,35.16881869,매우우수,HG210003066,부산광역시 해운대구,2023-04-20
1496,백미당 신세계 부산센텀점,"부산광역시 해운대구 센텀남대로 35(우동, 지하1층)",129.1290849,35.16881869,매우우수,HG210002006,부산광역시 해운대구,2023-03-25
1497,제이엠커피,"부산광역시 해운대구 센텀남대로 35(지하1층 일부호 우동, 신세계백화점)",129.1290849,35.16881869,매우우수,HG210000084,부산광역시 해운대구,2023-01-18
1498,하라커피(harrahcoffee),"부산광역시 해운대구 센텀남대로 35(B1층 우동, 신세계백화점)",129.1290849,35.16881869,매우우수,HG220005154,부산광역시 해운대구,2022-07-04
1500,잣품은 그집호두과자,부산광역시 해운대구 센텀남대로 59(롯데백화점센텀시티점 지하1층 일부호 우동),129.1310752,35.16985471,매우우수,HG220006394,부산광역시 해운대구,2022-08-09
1501,찬합 롯데백화점센텀시티점,부산광역시 해운대구 센텀남대로 59(롯데백화점센텀시티점 지하1층 일부호 우동),129.1310752,35.16985471,매우우수,HG230008150,부산광역시 해운대구,2023-10-30
1502,미채담 샤브정 롯데백화점 센텀시티점,부산광역시 해운대구 센텀남대로 59(롯데백화점센텀시티점 지하 1층 일부호 우동),129.1310752,35.16985471,매우우수,HG230006756,부산광역시 해운대구,2023-09-12
1503,카르파쵸후레쉬푸드앤드팝(주),"부산광역시 해운대구 센텀남대로 59(우동, 롯데백화점센텀시티점 지하1층)",129.1310752,35.16985471,좋음,HG210011335,부산광역시 해운대구,2021-12-06
1504,앤티앤스 롯데백화점 센텀시티점,"부산광역시 해운대구 센텀남대로 59(우동, 롯데백화점 센텀시티점 지하 1층)",129.1310752,35.16985471,매우우수,HG220008655,부산광역시 해운대구,2022-10-11
1505,항아리 수제면가(셰프코리아),"부산광역시 해운대구 센텀남대로 59(우동, 롯데백화점 지하1층 일부)",129.1310752,35.16985471,매우우수,HG220008654,부산광역시 해운대구,2022-10-11
1506,롯데웰푸드(주) 파스퇴르밀크바(센텀점),"부산광역시 해운대구 센텀남대로 59(우동, 롯데백화점 지하1층)",129.1310752,35.16985471,매우우수,HG230006757,부산광역시 해운대구,2023-09-12
1507,KKD 롯데센텀시티점,부산광역시 해운대구 센텀남대로 59(롯데백화점센텀시티점 지하1층 일부호 우동),129.1310752,35.16985471,매우우수,HG220002459,부산광역시 해운대구,2022-04-12
1525,커피 스트리트 17,부산광역시 해운대구 아랫반송로26번길 17(1층 반송동),129.1482062,35.22485768,매우우수,HG220009206,부산광역시 해운대구,2022-10-25
1533,오설록 티하우스 해운대점,부산광역시 해운대구 구남로 36-1(시끌벅적한 까닭 우동),129.160828,35.16089259,매우우수,HG230008387,부산광역시 해운대구,2023-11-02
1550,지비디(gbd),"부산광역시 해운대구 좌동로14번길 54(중동, 1층,2층일부)",129.1716091,35.1687118,매우우수,HG210008050,부산광역시 해운대구,2023-08-20
1553,그릭오 해운대점,부산광역시 해운대구 양운로 53(투모로우 오피스텔 1층 102호 좌동),129.1764163,35.16789898,매우우수,HG220003729,부산광역시 해운대구,2022-05-24
1563,또이또이베트남신세계센텀시티점,부산광역시 해운대구 센텀남대로 35(신세계백화점센텀시티점 지하1층 일부호 우동),129.1290849,35.16881869,매우우수,HG210000083,부산광역시 해운대구,2023-01-18
1570,호식이 두마리치킨 해운대중동점,"부산광역시 해운대구 좌동순환로 402(110동 106호 중동, 래미안해운대)",129.1766125,35.1639941,매우우수,HG230001133,부산광역시 해운대구,2023-03-16
1572,그린파이브 센텀시티점,부산광역시 해운대구 센텀남대로 35(신세계백화점센텀시티점 지하1층 일부호 우동),129.1290849,35.16881869,매우우수,HG210007443,부산광역시 해운대구,2023-08-05
1574,카페본나,부산광역시 해운대구 센텀남대로 59(롯데백화점센텀시티점 지하1층 우동),129.1310752,35.16985471,매우우수,HG210011346,부산광역시 해운대구,2021-12-06
1580,와커피(WA'COFFEE),부산광역시 해운대구 해운대로 789(파밀리에펄시티 1층 102호 좌동),129.174912,35.16939186,매우우수,HG220001564,부산광역시 해운대구,2022-03-16
1582,노부스테라,"부산광역시 해운대구 수영강변대로 464(1,2층 반여동)",129.1167399,35.19959833,매우우수,HG220008592,부산광역시 해운대구,2022-10-07
1583,에브리띵,부산광역시 해운대구 센텀남대로 35(신세계백화점센텀시티점 지하1층 일부호 우동),129.1290849,35.16881869,매우우수,HG220003588,부산광역시 해운대구,2022-05-19
1584,앤티앤스프레즐 센텀시티2호점,부산광역시 해운대구 센텀남대로 35(신세계백화점센텀시티점 지하1층 우동),129.1290849,35.16881869,매우우수,HG220002436,부산광역시 해운대구,2022-04-12
1590,카페마타마타 하단가락타운점,부산광역시 사하구 하신번영로 256(강변빌딩 109호 하단동),128.9586891,35.10385553,매우우수,HG230008914,부산광역시 사하구,2023-11-13
1592,자미당 하단점,부산광역시 사하구 낙동대로 430(1층 당리동),128.9715303,35.10451033,매우우수,HG220008536,부산광역시 사하구,2022-10-06
1594,이리온 커피,부산광역시 사하구 낙동대로 553-2(1층 하단동),128.963482,35.11312002,매우우수,HG230008168,부산광역시 사하구,2023-10-31
1599,에이치(H),"부산광역시 사하구 낙동대로 542(지하1층 114호 하단동, 대우에덴프라자)",128.9647357,35.11246102,매우우수,HG230008675,부산광역시 사하구,2023-11-10
1606,니뽕내뽕아트몰링점,부산광역시 사하구 낙동남로 1413(15층 하단동),128.966874,35.10681916,매우우수,HG220010377,부산광역시 사하구,2022-11-24
1608,어묵먹은호랑이,부산광역시 사하구 낙동남로 1413(지하1층 하단동),128.966874,35.10681916,좋음,HG220010337,부산광역시 사하구,2022-11-24
1619,롯데마트 사하점,부산광역시 사하구 을숙도대로 610(1층 장림동),128.9723158,35.08478117,매우우수,HG210009784,부산광역시 사하구,2023-10-19
1625,어오케이커피 장림역점(A.OK COFFEE),부산광역시 사하구 다대로 232(1층 장림동),128.977126,35.08169567,매우우수,HG230000955,부산광역시 사하구,2023-03-09
1627,이베드과자,부산광역시 사하구 다대로 393-1(1층 다대동),128.979297,35.06793159,매우우수,HG230007567,부산광역시 사하구,2023-10-11
1628,북촌손만두 부산낫개역점,부산광역시 사하구 다대로 423(다대동),128.9798783,35.06520462,매우우수,HG230000539,부산광역시 사하구,2023-02-15
1631,투썸다송로점,"부산광역시 사하구 다송로84번길 38(1,2,3층 다대동)",128.9823053,35.06005591,매우우수,HG210009530,부산광역시 사하구,2023-10-12
1641,커피열매 부네치아선셋전망대점,부산광역시 사하구 장림로93번길 74(2층 장림동),128.9516028,35.07930287,매우우수,HG230007827,부산광역시 사하구,2023-10-20
1642,GS25당리행운점,부산광역시 사하구 낙동대로450번길 2(1층 당리동),128.9698518,35.10540717,매우우수,HG210009306,부산광역시 사하구,2023-10-01
1644,네오피자,부산광역시 사하구 승학로 176(2층 괴정동),128.9844825,35.10070091,좋음,HG230002658,부산광역시 사하구,2023-05-08
1649,휴카페,"부산광역시 사하구 하신중앙로 185(사하구 제2청사, 신평2동행정복지센터 1층 신평동)",128.9615461,35.09496298,매우우수,HG220002083,부산광역시 사하구,2022-04-04
1650,휴카페,부산광역시 사하구 승학로 247(부산광역시립사하도서관 B동 1층 괴정동),128.9910734,35.10333332,매우우수,HG220002113,부산광역시 사하구,2022-04-04
1659,모조(mojo),부산광역시 사하구 다대로130번길 75(1층 신평동),128.9763302,35.09219452,매우우수,HG220003430,부산광역시 사하구,2022-05-16
1664,어벤더치부산대북문점,부산광역시 금정구 수림로85번길 54(장전동),129.0828719,35.23748495,매우우수,HG230000354,부산광역시 금정구,2023-02-03
1666,커피맘스,부산광역시 금정구 금샘로 403(1층 구서동),129.0838732,35.25903693,매우우수,HG210001687,부산광역시 금정구,2023-03-16
1671,GS25 외대정문점,부산광역시 금정구 금샘로 476-1(1층 남산동),129.0855192,35.26543994,우수,HG220008755,부산광역시 금정구,2022-10-13
1673,쿠스케,부산광역시 금정구 부산대학로49번길 33-3(101호 장전동),129.0857578,35.22980635,우수,HG220004824,부산광역시 금정구,2022-06-24
1677,지에스(GS)25장전래미안2호점,"부산광역시 금정구 금정로 20(207동 101-1,101-2호 장전동, 래미안장전)",129.0867388,35.22758916,매우우수,HG210008680,부산광역시 금정구,2023-09-07
1679,카페16온스 가맹본사,부산광역시 금정구 부산대학로 29(네오스퀘어 209호 장전동),129.0881327,35.23078553,좋음,HG220004764,부산광역시 금정구,2022-06-23
