상호명,연락처,운영시간,평점,평점개수,주소,우편번호,위도,경도,리뷰1_평점,리뷰1_내용,리뷰2_평점,리뷰2_내용,리뷰3_평점,리뷰3_내용,리뷰4_평점,리뷰4_내용,리뷰5_평점,리뷰5_내용,수집시간
영덕집,,월요일: 오전 7:00 ~ 오후 7:00; 화요일: 오전 7:00 ~ 오후 7:00; 수요일: 오전 7:00 ~ 오후 7:00; 목요일: 휴무일; 금요일: 오전 7:00 ~ 오후 7:00; 토요일: 오전 7:00 ~ 오후 7:00; 일요일: 오전 7:00 ~ 오후 7:00,4.2,256,대한민국 부산광역시 서구 충무동 자갈치로 10-23,8Q7F32WG+79,35.0957478,129.0259823,4,"값싸게 선지국밥을 먹을 수 있습니다.
현지 로컬감성 느끼고 싶으시다면 가보는 걸 추천힙니다.
아주머니들이 잔부 친절하시고 유쾌합니다.
부산의 옛정을 느낄 수 있습니다.",5,해장으로 아침에 방문했는데 정말 맛있었어요! 선지국밥에 국수사리 추가했는데 양도 엄청 많이 주셨어요~ 선지도 아낌없이 주셔서 배부르게 정말 잘먹었습니다. 단골분들은 선지 조금만 달라고 주문하시더라구요~ㅋㅋ 친절하시고 너무 맛있게 잘 먹었습니다.,5,"너무나 친절한 이모님...
부족하면 자꾸만 더 주시려 합니다....
너무 배불러서 못먹겠는데...
더운 날은 비추입니다.
물은 셀프입니다. 다른 곳은 보리차 시원하게 주던데
국물맛 너무 좋구요 ㅠㅠ그 짜투리 고기 너무 맛있어욤.... 흐악 사랑햐요!!",5,"부산 가면 반드시 방문하는 두곳중 하나
선지국수와 껍데기로 낮술 때리기 참 좋습니다
사장님의 입담 그리고 시장 고유의 분위기가 참 좋네요
방문 당일 비오는 날이였는데 비 소리 또한 분위기를 올려주었습니다
글쓰는 지금도 침이 고이네요 ㅎㅎ",3,"선지국밥집이 줄 지어 있는 곳인데 어디든 맛은 다 비슷할 것 같네요.
가격 싸고 맛도 좋습니다.
위생은 엉망이니 감안하고 방문하시길",2025-08-23T16:52:18.344758
노홍만두,051-644-9313,월요일: 오전 10:30 ~ 오후 10:30; 화요일: 오전 10:30 ~ 오후 10:30; 수요일: 오전 10:30 ~ 오후 10:30; 목요일: 오전 10:30 ~ 오후 10:30; 금요일: 오전 10:30 ~ 오후 10:30; 토요일: 오전 10:30 ~ 오후 10:30; 일요일: 오전 10:30 ~ 오후 10:30,4.3,249,대한민국 부산광역시 해운대구 구남로41번길 26-4,8Q7F5566+HW,35.1614849,129.1623431,5,"해운대 시장에 위치한
만둣집입니다
찐만두를 주문했는데
찐만두가 고기 만두예요
점심시간대 피해서
3시쯤 갔더니
사람들이 적어서 좋았어요

저는 만두를 매우 좋아하는데
이 곳 만두는 고기 누린내도 안 나고
담백하니 맛있었어요
사이드 디쉬인 오이양파와도
너무 잘 어울렸구요
단무지는 테이블마다 있는데
덜어서 먹게 되어 있습니다

내부는 허름하고
단정하진 않았지만
",4,조개칼국수 조개가 많고 신선했어요.그래서 그런지 국물이 맛있었어요.김치만두도 맛있게 먹었네요^^영업은 10시30분까지 입니다.,5,오늘은 먹은 김치만두 맛있었어요. 깨끗한 식당.,4,"만두와 칼국수가 좋은
가성비 우수한 맛집

해운대시장 안에 있으며
주인분께 확인해보니
범일동 노홍만두와 같은집

맛도 괜찮고 가격도 착함

가게안이 넓지 않아 좁다는 점과
화장실이 좀 불편하다는게
약간의 아쉬운 점

칼국수와 만두종류도  많고
테이크아웃도 가능하니
식사를 하지 않더라도
숙소에 가져와서 먹어도 좋을듯...",5,"만두는 너무 맛있게 먹었지만 칼국수는 좀 아쉬웠어요
거의 남기고 왔네요 ㅠㅠ",2025-08-23T16:52:18.700699
고짚 서면본점,051-807-0815,월요일: 오후 4:00~11:00; 화요일: 오후 4:00~11:00; 수요일: 오후 4:00~11:00; 목요일: 오후 4:00~11:00; 금요일: 오후 4:00~11:00; 토요일: 오후 12:00~11:00; 일요일: 오후 12:00~11:00,4.7,238,대한민국 부산광역시 부산진구 부전로 64,8Q7F5343+7X,35.1557307,129.0549013,5,"서면에 고기집 찾다가 우대갈비가 맛있어보여 오게됐는데 잘 선택한거 같아요!
사진에서 보는것처럼 진짜 맛있어요!",4,"우대갈비가 참 부드럽고 맛있네요 !!

갈비 먹고 난 뒤 돼지고기와 된장찌개도 기대됩니당 ㅎㅎ

딱 씹었을 때 식감이 달라요!
외국인 친구가 여길 기억해서
일년만에 다시 왔어요 !",3,"2022-05-04 고짚

대표 메뉴인 우대 갈비.
살은 부드럽고 향도 진한 편이긴 한데
육향의 진함보다는
소시지와 같은 조금 다른 맛이 강하게 났습니다.

메뉴를 바꿔 통뼈 오겹.

유튜브와 리뷰를 보고 기대를 많이 했는데
서면의 주변 고깃집들과 비슷한 수준이었습니다.

(서면은 사람들이 술과 분위기를 목적으로
찾는 가게가 많아 그런지
평에 비해 수준이 ",5,"고기에서 짚냄새가 확나면서 깊은 풍미가 매력적입니다.
우대갈비가 처음이었는데 된장찌게도 매우 추천합니다.",5,"우대갈비 먹으러 왔습니다~~ 존맛탱이에용!
부드럽고 살살 녹아요!  다 구워주시고 직원분들도 너무 친절하시고 너무 좋았습니다
다음에도 또 방문할게요!",2025-08-23T16:52:19.068529
청기와타운 서면점,051-804-0510,월요일: 오후 12:00~11:00; 화요일: 오후 12:00~11:00; 수요일: 오후 12:00~11:00; 목요일: 오후 12:00~11:00; 금요일: 오후 12:00~11:00; 토요일: 오후 12:00~11:00; 일요일: 오후 12:00~11:00,4.9,227,대한민국 부산광역시 부산진구 중앙대로691번길 46,8Q7F5334+RJ,35.15456530000001,129.0565377,5,"부산 서면역 근처 소고기 맛집 ‘청기와타운’은 접근성 좋고 주차도 편해 방문하기 좋은 곳이에요. 대표 메뉴인 수원왕갈비는 단짠한 양념에 도톰한 고기 식감이 아주 훌륭했고, 깔끔한 불판 관리 덕분에 고기 굽는 내내 쾌적했어요. 함께 주문한 비빔냉면은 새콤한 맛으로 고기와 잘 어울렸고, 투움바무생채볶음밥은 느끼함 없이 개운하게 마무리할 수 있어 반전 매력이 있",4,"가격만 빼면 모든게 완벽한 식당입니다. 소고기는 비싼 음식이니깐요☺️☺️☺️
콜키지 3병까지 프리니깐 특별한날 방문하기 딱 좋아요. 직접 다 구워주시고 고기도 맛있고 친절하셔요~~~ 생갈비, 갈비대 제거하고 구워주시는데 그게 완전 별미였습니다. 자꾸 생각나는 맛. ^^",5,"참숯 직화로 구운 우대갈비가 정말 부드럽고 불향 가득해요. 직원이 직접 구워줘 편하고, 콜키지 프리라 와인도 즐길 수 있어요. 단체 모임에도 추천합니다!",5,"단짠한 양념의 소갈비가 너무 맛있는 청기와타운!
처음부터 끝까지 다 구워줘서 너무 편해요
달달해서 밥과 같이 먹기 딱이에요
여러 밑반찬들과 함께 다양한 맛을 즐기기도 굳굳

된찌에 밥 주문했는데 비빔밥처럼 먹을 수 있게
세가지 나물을 함께 줘서 좋았습니다:)",5,질좋은 소고기를 이렇게 가성비 좋게 서면에서 즐길 수 있어서 넘 좋았어요 서면에서 갈비 드실거라면 무조건 여기서 드시는거 추천해요 친절한 직원분들이 고기도 다 구워주시고 무엇보다 넘 맛있었어요! 무생채 볶음밥 무조건 주문하는거 추천해요~~,2025-08-23T16:52:19.440673
류센소 광안직영점,,월요일: 오전 10:00 ~ 오전 3:00; 화요일: 오전 10:00 ~ 오전 3:00; 수요일: 오전 10:00 ~ 오전 3:00; 목요일: 오전 10:00 ~ 오전 3:00; 금요일: 오전 10:00 ~ 오전 3:00; 토요일: 오전 10:00 ~ 오전 3:00; 일요일: 오전 10:00 ~ 오전 3:00,4.6,218,대한민국 부산광역시 수영구 남천바다로33번길 27,8Q7F44X7+VV,35.1496855,129.1147097,1,"불친절, 무례..좋게보면 친근감인가? 싶지만 먹고 가는 손님한테 인사하는 걸 못 봄.
음식? 사진보면 맛있어보이죠? 그릇 안 위쪽이 차슈.
차슈? 완전 쪼그만 얇은 비계. 비계 순도 100퍼.
주방에서 고기를 토치로 굽던데 하얀 비계덩어리인걸 알고도 손님한테 줬다는게 생각할수록 열받네요.",4,"토요일5시30분쯤 도착!
웨이팅 3팀있었는데ᆢ
대기시간10분 쯤 이었고
동계 드론쇼 7시 시작이라ᆢ
6시30분쯤엔 손님 거의 나가서 자리 여유 있었어요.
라멘3개 사이드3개 주류2개 주문했는데ᆢ
주류 먼저 나오고
라멘ㆍ사이드 나오는데 얼마 걸리지 않았던듯 합니다.
라멘은 육수 추가했으나 짜다는
느낌이 강했고ᆢ
가라아게가 맛있어서 두번시켰어요.
굴 튀김은 기",2,"류센소와 류센소에비미소를 먹었습니다. 덜짜게 주문했는데도 짠편이었고, 면식감이 설익은듯한 느낌이었습니다. 에비미소는 국물에서 미소맛보다 곁들어진 새우튀김의 맛이 강하게 나서 당황스러웠습니다. 용천장이라는 가게를 본적 있는데 이게 일본발음으로 류센소인지는 몰랐습니다.",5,"자주가지만 직원들 너무 친절함...무엇보다 라멘이 맛있음 시즌메뉴 냉라면 초계국수처럼
밀면 냉면보다 맛있음 내 기준...
기린 생맥주가 관리를 잘했는지 신선함
하나하나 신경쓴 느낌.
믿고 먹는 류센소",5,국물 진하네요. 짠거 싫어하시는분은 미리 말씀하시는게 좋습니다. 양은 좀 적은 편이니 사이드도 시키시는걸 추천해요,2025-08-23T16:52:19.797013
한월관,051-711-7025,월요일: 오전 9:00 ~ 오후 9:00; 화요일: 오전 9:00 ~ 오후 9:00; 수요일: 오전 9:00 ~ 오후 9:00; 목요일: 오전 9:00 ~ 오후 9:00; 금요일: 오전 9:00 ~ 오후 9:00; 토요일: 오전 9:00 ~ 오후 10:00; 일요일: 오전 9:00 ~ 오후 10:00,4.8,204,대한민국 부산광역시 수영구 광안로62번길 10 1층,8Q7F5439+VC,35.15469119999999,129.1185433,4,"아침 일찍 방문해서 웨이팅 없이 여유롭게 식사할 수 있었습니다.
매장 내부는 깔끔하며 기본 반찬, 메인 메뉴 모두 정갈하며 맛있습니다.
맑은 곰탕은 갈비탕 느낌이며 뽀얀 곰탕은 흔히 아는 곰탕 스타일입니다.
두 개 다 고기 냄새도 없고 불호 없을 스타일로 깔끔하게 맛있습니다.
포장 및 밀키트 구매 모두 가능합니다.",5,"광안리에서 아침식사할 곳을 찾다가 방문한 한월관.
맑은 곰탕과 뽀얀곰탕을 먹었는데 국물 맛이 정말 깔끔하고 깊었어요.
고기는 부드럽고 양도 넉넉했으며, 밑반찬까지 정갈하게 나와서 전체적으로 만족스러웠습니다.
매장 내부도 세련되고 청결해서 가족 단위나 혼밥 모두 편하게 즐길 수 있어요.
캐치테이블로 예약하고 갔는데 대기 없이 바로 착석 가능해 좋았습니다.
광",5,"광안리 한월관이 부산 3대곰탕 맛집이라네요. 현지인에게 인기 많은 곳인데, 광안리 현지인이 인증해보자면 맞습니다-! 미쉐린 선정 후에 와봤는데 국물은 깔끔하고 고기는 부드러워요. 비가 내리고 쌀쌀한 날씨에 왔는데 편안하고 쾌적한 분위기에서 고급스럽고 따뜻한 곰탕을 먹고 가네요. 자극적이지 않고 슴슴한 맛에 직접 간을 할 수 있어서 좋아요. 가게에서 담근 푹",5,"광안리 한월관에서 곰탕set 2인 주문, 진한 1++ 한우 곰탕 국물과 부드러운 고기가 듬뿍 들어 있어 든든하게 즐겼습니다.
직접 담근 김치와 깍두기 등 기본찬이 정갈하게 제공되어 곰탕과 환상 궁합을 자랑합니다.
맑은 곰탕 또는 뽀얀 곰탕, 취향 따라 선택 가능한 점이 만족스러웠어요.
유기그릇에 담겨 전통 분위기를 느낄 수 있었고, 가족 외식이나 아침 식사",5,"부산 수영구에서 먹은 최고의 곰탕. 고기는 매우 부드럽고 국물에서는 매우 깊은 풍미의 맛이 난다. 음식의 간은 비치된 소금과 후추로 스스로 맞추면 되는데, 첫 입은 우선 아무것도 첨가하지 않은 곰탕의 풍미를 느껴봐야 한다.

The best gomtang & naengmyeon I’ve had in busan. The meat was tender, and ",2025-08-23T16:52:20.185459
샤브남바완 남포직영점,051-914-4599,월요일: 오전 11:30 ~ 오후 10:00; 화요일: 오전 11:30 ~ 오후 10:00; 수요일: 오전 11:30 ~ 오후 10:00; 목요일: 오전 11:30 ~ 오후 10:00; 금요일: 오전 11:30 ~ 오후 10:00; 토요일: 오전 11:30 ~ 오후 10:00; 일요일: 오전 11:30 ~ 오후 10:00,5.0,203,"대한민국 부산광역시 중구 광복중앙로 32-1 1층, 2층",8Q7F422J+VC,35.1021851,129.0310042,5,"쫄깃한 돼지고기가 아주 맛나요
한번 맛들이면 일주 만에 다시 생각나요
그래서 저와 언니는 일주일에 두 번 올 때도 많아요~~ 우왕!
재즈 분위기의 음악이 손님이 많을 땐 흥겨운 축제장 같고, 한 낮에 조용한 때를 만나면 근사한 레스토랑에서 즐기는 느낌이에요 고기를 슬라이스 하는 듬직한 직원과 죽을 정성스럽게 끓이는 직원의 미소를 보면 배불리 먹고도 죽을 다",5,"광안점을 첫번째로 가보고 남포점은 처음 방문했는데 분위기 더 좋고 너무너무 친절하세요!!
재료들도 다 신선하고 알찬 구성이라서 좋았고 식사(죽)도 준비되어 있고 후식 녹차 아이스크림까지 너무 최고예요👍🏻
육수도 여느 샤브집과는 확연히 차이가 납니다 아주 깔끔하고 담백하면서 깊은 맛이 나요!!
덕분에 저녁식사 맛있게 했습니다 :)",5,"차별화 된 샤브집.
1. 사케로 끓인 육수. 오... 정말 맛있습니다. 시원~~
2. 고기들의 질. 버크셔. 목살 둘다 식감이 정말 남다르네요. 버크셔버크셔하는 이유가 있네요.
3. 딱 알찬 반찬 구성. 버릴 식재료 없이 알차게 구성 되어있는 듯 해보였습니다. 다른 샤브집들의 샐러드바 가면 손도 안대는 음식들도 많은데 여기는 딱 야채. 월남쌈 재료. 면 종",5,"고급스러운 분위기에 직원 서비스도 친절하고
음식도 맛있어요! 처음부터 끝까지 부지런하게 먹었어여ㅋㅋㅋㅋ엄마랑 같이오면 좋아할거같아요🧡",5,"얇게저민 돼지고기 주문을 필두로 하여금, 따듯한 조명과 모던한 인테리어가 맞이하는 저녁식사, 한끼로 더할 나위 없는.
감자샐러드와 메추리알조림을 먹다보면 어느덧 끓는 육수를 정신없이 흡입하는 나 자신을 발견할 수 있다",2025-08-23T16:52:20.590642
광안다찌,050-71362-0388,"월요일: 오후 12:00~2:10, 오후 4:30~10:50; 화요일: 휴무일; 수요일: 오후 4:30~10:50; 목요일: 오후 12:00~2:10, 오후 4:30~10:50; 금요일: 오후 12:00~2:10, 오후 4:30~10:50; 토요일: 오후 12:00~2:10, 오후 4:30~10:50; 일요일: 오후 12:00~2:10, 오후 4:30~10:50",4.6,195,대한민국 부산광역시 수영구 광안해변로344번길 17-20 산바다회타운 6층,8Q7F544J+2M,35.1550489,129.131729,5,"광안리에서 신선한 회를 찾는다면 꼭 추천하고 싶은 곳이에요. 모듬회 구성부터 해산물 싱싱함까지 전반적으로 만족스러웠고, 광어, 농어, 참돔이 고루 들어 있어 다양한 식감을 즐길 수 있었어요. 생새우와 산낙지, 멍게, 전복회까지 살아있을 정도로 신선해서 인상 깊었고요. 비린내 없이 깔끔하게 손질된 점도 마음에 들었어요. 기본 반찬류도 정갈하게 잘 나와 함께 ",5,"뷰도 너무 좋고 매장도 넓고
서비스도 친절한데다
푸짐한 구성에 맛도 있는 광안다찌
처음엔 1인 55,000원 꽤 비싼데 뷰 값이라 생각하고 가자~ 했으나
먹고보니 이정도면 남는게 있을까? 싶을만큼 구성이 알차다
회센터에서 먹는것보다 훨씬 낫겠는데? 싶었음
가족모임, 상견례, 단체모임, 데이트 모두모두 추천하는 장소!",5,"바다가 바라 보이는 오션뷰에서 코스 요리처럼 펼쳐지는 해산물의 향연
낙지랑 새우는 춤을 추고 횟감은 탱글탱글. 전복죽은 푸근하게 안아주는 맛이었어요.
함께 간 친구도 대만족 다음번에 가족들과 다녀가야 겠다고 ㅎ 이야기 했어요.",5,"가격대비 너무 가성비 좋은 곳이예요.
가성비 좋다하면 음식 퀄 살짝 걱정될 수 있지만 정말 하나하나 퀄리티가 상급입니다.

스끼 푸짐은 말할것도 없고 회도 다 못 먹을지경...

마무리 식사까지 정말 든든하게 나오니 추천해요.",5,음식이 정말 다양하게 나옵니다. 회 별로 안 좋아하시는분들도 지인들과 함께 갔을때 젓가락 갈 곳이 많을 거예요 해산물이 신선해서 좋고 룸도있어서 좋아요,2025-08-23T16:52:20.950735
광복경양식 남포본점,051-244-4668,월요일: 오전 11:00 ~ 오후 9:00; 화요일: 오전 11:00 ~ 오후 9:00; 수요일: 오전 11:00 ~ 오후 9:00; 목요일: 오전 11:00 ~ 오후 9:00; 금요일: 오전 11:00 ~ 오후 9:00; 토요일: 오전 11:00 ~ 오후 9:00; 일요일: 오전 11:00 ~ 오후 9:00,4.1,186,대한민국 부산광역시 중구 광복중앙로 9 새부산타운 1층,8Q7F422J+38,35.1001669,129.0307726,5,"매장이 넓고 쾌적하니 단체 모임하기 좋아요~
자동화 시스템?이 도입되어 있어 엄청 편리하네요.
냥이 머신이 서빙하는데 귀엽 ㅎㅎ

1만원대부터 시작하는 가성비 좋은 가격에 양도 푸짐하고 신선하니 좋아요. 피자는 화덕피자라 담백 쫀득하며 특유의 포슬포슬한 식감이 살아 있어요.
식전 샐러드 제공 되는데 샐러드 좋아해서 추가했어요. 마르게리타 피자 위에 곁들여 ",5,"남포동에서 맛집 찾다가 방문했는데 맛있는 경양식 메뉴 있어서 좋았어요. 돈까스도 맛있고 다른 메뉴들도 기대 이상이라 근처 올 때 또 오고 싶은 맛집이에요~ 식당 분위기도 좋아 데이트로 방문하기 좋을 것 같고, 친구랑 약속 있을 때 들러 식사해도 괜찮아요! 광복동 쇼핑 후 출출할 때 바로 갈 수는 위치에 있어 접근성도 좋네요 :) 맛있는 음식으로 기분 좋게 ",5,실내 식사 공간이 매우 넓고 테이블 간 간격도 넓어 편하게 식사가 가능했습니다. 직원분도 매우 친절하게 맞아주셨고 아기와 함께 갔는데 아기의자 및 식기도 챙겨주셨어요. 경양돈까스는 바삭하고 크림파스타도 맛있었어요! 그리고 피자는 화덕에서 나와서 반죽도 쫀득하고 맛있었어요. 분위기도 좋아 자주 올 것 같아요! ㅎㅎ,5,"70대 어머니. 10대 초등생, 40대인 나 모두 만족했어요. 마르게리타 피자와 페페로니 피자는 바삭한 도우 위에 풍부한 치즈와 신선한 토핑이 잘 어우러졌습니다. 까르보나라는 꾸덕한 식감에 고소함이 살아 있어 아이들도 맛있게 먹을 수 있었습니다. 경양식 돈까스는 달콤한 소스와 바삭한 튀김옷이 조화를 이루며 식감과 맛 모두 만족스러웠습니다. 전반적으로 가족 ",5,"남포동 돌아다니다가 레트로 감성 뿜뿜하는 광복경양식 남포본점에 들렸어요
가게 외관부터 옛날 경양식집 느낌 물씬~ 내부도 복고풍 인테리어라 분위기 좋더라구요
대표 메뉴인 함박스테이크 시켰는데, 진짜 ‘정석’ 그 자체였어요
함박스테이크도 육즙 가득하고 부드러워서 밥이랑 같이 먹기 최고였어요.
사이드로 나오는 스프, 샐러드가 정성스럽게 나와서 하나도 안 허전했고",2025-08-23T16:52:21.305111
메리윤,050-71403-8430,"월요일: 오전 10:00 ~ 오후 4:00, 오후 5:00~9:00; 화요일: 오전 10:00 ~ 오후 4:00, 오후 5:00~9:00; 수요일: 오전 10:00 ~ 오후 4:00, 오후 5:00~9:00; 목요일: 오전 10:00 ~ 오후 4:00, 오후 5:00~9:00; 금요일: 오전 10:00 ~ 오후 4:00, 오후 5:00~9:00; 토요일: 오전 10:00 ~ 오후 4:00, 오후 5:00~9:00; 일요일: 휴무일",5.0,164,대한민국 부산광역시 해운대구 양운로 55 1층,8Q7F559G+7F,35.1681876,129.176247,5,사장님 친절하시고 매장 분위기 브런치에 딱이에요! 기본 브런치인 메리 플레이트는 빵이 너무 맛있고 나머지 사이드인 야채소시지 등등 다양하게 있어서 더 좋았고 새우 크림 파스타는 꾸덕하고 새우도 넉넉히 들어있어서 잘먹었습니다👍,5,별다를 게 없어보이는 브런치 가게 평이 왜 이렇게 좋은지 궁금해 보여 찾아갔는데 아주 만족스러웠다. 가장 큰 장점은 거품을 뺀 적당한 가격이었다. 버드와이저 맥주가 3500원! 그러다보니 무난히 맛있으면 충분하다고 느껴졌다. 마르게리따 피자는 바질페스토 느낌이 물씬 풍겨 맛있었고 케이준 치킨 크림 리조또는 치킨은 굽네치킨 느낌에 크리미함 / 적당한 매콤함이,4,장산역 앞 브런치카페입니다. 점심시간에는 웨이팅이있을정도로 인기있어요! 꼭 하나의 메뉴를 추천하자면 크림리조또는 꼭 드셔보세요. 시즈닝된 치킨도 맛있고 꾸덕하고 진해서 맛있어요! 가격대는 적당하고 내부분위기도 아늑합니다😎,5,내부 공간은 아늑한 편. 테이블이 많지는 않아서 웨이팅 있을 수 있음. 직원 분이 친절하고 브런치 메뉴가 합리적이다. 엄청 특별하게 맛있다! 까지는 아니지만 이가격에 이 맛이면 충분히 다시 올만하다 라는 느낌이 드는 곳. 개인적으로는 마르게리따 피자보다 케이준 치킨 크림 리조또가 더 맛있었음,5,장산역 근처에 있는 찐 맛집 다섯시쯤 방문했는데 막 브레이크 타임이 끝나서 다행히 웨이팅 없이 입장 했어요. 대신 여기는 저녁에 예약을 받아서 거의 모든 테이블이 예약석이었던 ! 여기 알리오 파스타랑 크림 리쪼또 강추입니당 !!,2025-08-23T16:52:21.670587
군스빽립,051-242-3620,월요일: 오전 11:30 ~ 오후 9:00; 화요일: 오전 11:30 ~ 오후 9:00; 수요일: 오전 11:30 ~ 오후 9:00; 목요일: 오전 11:30 ~ 오후 9:00; 금요일: 오전 11:30 ~ 오후 9:00; 토요일: 오전 11:00 ~ 오후 9:00; 일요일: 오전 11:00 ~ 오후 9:00,4.5,146,"2nd Floor, 중구 부산광역시 대한민국",8Q7F422J+HF,35.1013879,129.0311354,5,군스빽립 야들야들 부드럽고 입에서 녹아요 정말 맛납니다 정말루 입에 쇽쇽 들어갑니다여 많이 부드럽다보니 오히려 느끼할 수 있는데 그럴때는 소스 스파이시로 주문하시는거 추천하구 갈릭밥으로 추천드려요 마늘 튀김 싫어하시면 흰밥도 좋구요,5,"필리핀에서 먹었던 빽립을 부산 남포동에서도 먹을 수 있다는 소식을 듣고 대구에서 부리나케 달려왔습니다! 계단을 통해 2층으로 올라가니 아담하게 자리잡고 있더라구요^^ 점심시간쯤이었고 매장에는 여성 5분이 한테이블에 자리잡고 있었습니다. 요리하는 주방이 유리로 분리되있어 요리하는 모습을 볼 수가 있는데, 우리는 주방쪽에 가까이있는 테이블에 앉았습니다. 빽립을",5,"남포동에서 맛있는 끼니 떼우기 진짜 좋은곳!!
사진만 봤을때는 양이 별로 안되네?
싶었는데 양이 생각보다 많아요

성인남자 둘이 갔는데 든든하게 채우고
디저트 하나정도 들어가면 배 빵빵해질정도?

빽립 맛은 지금껏 먹어왔던 립들중 최고였어요
마늘밥도 감칠맛 쵝오..
또 다른 메뉴도 바삭바삭하고 담백한게 밥도둑이에요",5,"폭립의 고기가 포크로만 찢어지듯 너무 부드러웠습니다
가격대도 두 메뉴에 2만원 중반대로 괜찮았어요
그리고 사장님이 너무 친절하십니다, 불편하지 않는 그런 친절함이 느껴저 너무나도 만족한 식당입니다
정말 맛있고 좋은 식당이여서, 강추하고 싶습니다 ㅎㅎ",5,음식을 떠나서 사장님과 일하는 직원들 모두 너무 친절해서 너무 좋았어요 음식도 맛있구요 인테리어도 이쁘고ㅎ제일 최고인게 엄청 친절 요즘 친절한 직원들과 사장님을 만나본적이 오래되어..그런지 너무 기분 좋게 식사하고 왔습니다. 이런 집은 후기를 남겨야지용ㅎ,2025-08-23T16:52:22.030773
